COD_CLIENTE,NATURA_GIURIDICA,PV,CODICE_ISTAT,FIDO_PAYLINE,DECISIONE,VALUTAZIONE_TEMPI_PAG,GG_PATTUITI,GG_RITARDO,FATTURATO,FATTURATO_MESE,CLASSE_RISCHIO,CLASSE_RISCHIO_DESCR
1602,,PR,,6000.0,Accordabile,Regolari,23.0,0.0,"1306,11","17,28",4,Affidabile
1603,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"1485,8",0,4,Affidabile
1604,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"2213,87",0,4,Affidabile
1605,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"442,12",0,4,Affidabile
1606,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"1619,26",0,4,Affidabile
1607,,PR,,4633.0,Accordabile,Regolari,25.0,26.0,"923,35",0,4,Affidabile
1608,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"900,14",0,4,Affidabile
1609,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"761,69",0,4,Affidabile
1610,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"1287,69",0,4,Affidabile
1611,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"713,75",0,4,Affidabile
1612,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"1503,49",0,4,Affidabile
1613,,PR,,5000.0,Accordabile,Regolari,25.0,0.0,"366,79",0,4,Affidabile
1614,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"1432,39",0,4,Affidabile
1615,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"296,26",0,4,Affidabile
1616,,PR,,2500.0,Accordabile,Prevalentemente regolari,25.0,203.0,"1480,83",0,4,Affidabile
1617,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"674,56",0,4,Affidabile
1618,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"461,39",0,4,Affidabile
1619,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"686,6",0,4,Affidabile
1620,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"569,36",0,4,Affidabile
1621,,PR,,5680.0,Accordabile,Regolari,25.0,23.0,"466,13",0,4,Affidabile
1622,,PR,,2500.0,Accordabile,Prevalentemente regolari,26.0,353.0,"1041,71",0,4,Affidabile
1623,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"303,09",0,4,Affidabile
1624,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"486,19",0,4,Affidabile
1625,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"337,76",0,4,Affidabile
1626,,PR,,6000.0,Accordabile,Regolari,0.0,0.0,"255,91",0,4,Affidabile
1627,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"377,46",0,4,Affidabile
1628,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"844,17",0,4,Affidabile
1629,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"1607,51",0,4,Affidabile
1630,,PR,,5680.0,Accordabile,Regolari,21.0,23.0,"21167,69","2432,26",4,Affidabile
1631,,PR,,6000.0,Accordabile,Regolari,25.0,15.0,"2631,01",0,4,Affidabile
1632,,PR,,4566.0,Accordabile,Regolari,25.0,28.0,"725,41",0,4,Affidabile
1633,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"834,71",0,4,Affidabile
1634,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,616,0,4,Affidabile
1635,,PR,,6000.0,Accordabile,Regolari,22.0,0.0,"19109,64","2429,09",4,Affidabile
1636,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"644,88",0,4,Affidabile
1637,,PR,,6000.0,Accordabile,Regolari,25.0,1.0,"1055,52",0,4,Affidabile
1638,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"694,76",0,4,Affidabile
1639,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"608,8",0,4,Affidabile
1640,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"871,95",0,4,Affidabile
1641,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"1764,17",0,4,Affidabile
1642,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"860,53",0,4,Affidabile
1643,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"1199,02",0,4,Affidabile
1644,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"480,61",0,4,Affidabile
1645,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"2547,91",0,4,Affidabile
1646,,PR,,5000.0,Accordabile,Regolari,25.0,11.0,"461,34",0,4,Affidabile
1647,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"430,8",0,4,Affidabile
1648,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"457,6",0,4,Affidabile
1649,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"424,56",0,4,Affidabile
1650,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"695,37",0,4,Affidabile
1651,Indiv.,RE,4771/07,0.0,Non accordabile,,24.0,1373.0,"413,63",0,6,Non operativa
1652,,PC,,6000.0,Accordabile,Regolari,22.0,0.0,"884,34","57,48",4,Affidabile
1653,,PR,,5000.0,Accordabile,Regolari,21.0,0.0,"296,17","19,84",4,Affidabile
1654,S.n.c.,CR,47242/07,7800.0,Accordabile,Regolari,-1.0,-1.0,"56,94",0,4,Affidabile
1655,Indiv.,PC,477899/07,0.0,Non accordabile,,-1.0,-1.0,"358,68",0,6,Non operativa
1656,S.n.c.,RE,56103/07,12900.0,Accordabile,Regolari,23.0,0.0,"10980,87","888,66",4,Affidabile
1657,S.a.s.,PC,,0.0,Non accordabile,,21.0,2550.0,"7695,98",0,2,Cautela
1658,Indiv.,BS,01114/07,4980.0,Accordabile,Regolari,23.0,-1.0,"1143,57","73,03",4,Affidabile
1659,Indiv.,BS,015/07,4150.0,Accordabile,Regolari,23.0,0.0,"4052,58","333,84",4,Affidabile
1660,Semplice,BS,015/07,8700.0,Accordabile,Regolari,23.0,0.0,"1533,06","187,65",4,Affidabile
1661,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"16248,24","2219,33",4,Affidabile
1662,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"23213,76","2812,61",4,Affidabile
1663,S.r.l.,PR,4941/07,0.0,Non accordabile,,21.0,2262.0,"5551,29",0,6,Non operativa
1664,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"456,22",0,4,Affidabile
1665,Indiv.,CR,,0.0,Non accordabile,,21.0,1887.0,"6782,85",0,6,Non operativa
1666,Ente,BO,5914/07,,,,,,,,2,Cautela
1667,Semplice,PC,01111/07,31800.0,Accordabile,Regolari,23.0,0.0,"3310,84","219,59",4,Affidabile
1668,S.a.s.,RE,4722/07,3200.0,Accordabile,Prevalentemente regolari,23.0,0.0,"6036,23","614,64",4,Affidabile
1669,Indiv.,RE,4721/07,2383.0,Accordabile,Regolari,22.0,22.0,"2911,24","229,26",4,Affidabile
1670,S.n.c.,RE,563/07,4860.0,Accordabile,Regolari,23.0,10.0,"7155,37","843,86",4,Affidabile
1671,Indiv.,PC,10711/07,2225.0,Da ridurre,Prevalentemente regolari,21.0,32.0,"23852,81","2357,77",4,Affidabile
1672,S.n.c.,PC,561011/07,18600.0,Accordabile,Regolari,22.0,0.0,"19590,23","2276,39",4,Affidabile
1673,S.r.l.,PC,2561/07,5700.0,Accordabile,Regolari,22.0,0.0,"47062,39","5145,37",4,Affidabile
1674,Indiv.,PC,47761/07,3000.0,Accordabile,Regolari,22.0,0.0,"3818,98","388,84",4,Affidabile
1675,Indiv.,RE,412/07,0.0,Non accordabile,Dilazionati,24.0,216.0,"1246,07",0,2,Cautela
1676,Semplice,BS,015/07,26500.0,Accordabile,Regolari,22.0,0.0,"5069,48",0,4,Affidabile
1677,S.n.c.,RE,47782/07,5320.0,Accordabile,Regolari,23.0,77.0,"2360,86","229,7",4,Affidabile
1678,S.r.l.,PR,561011/07,1500.0,Da ridurre,,21.0,2398.0,"11845,5",0,4,Affidabile
1679,Indiv.,PC,4726/07,4680.0,Accordabile,Regolari,22.0,2.0,"2661,86","152,96",4,Affidabile
1680,S.n.c.,PR,,0.0,Non accordabile,,21.0,2090.0,"574,14",0,6,Non operativa
1681,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"616,08",0,4,Affidabile
1682,S.r.l.,RE,662202/07,8113.0,Accordabile,Regolari,21.0,0.0,"1679,15","169,65",4,Affidabile
1683,S.r.l.s.,PR,96012/07,1500.0,Accordabile,Regolari,22.0,0.0,"8871,06","1231,77",4,Affidabile
1684,S.a.s.,CR,47711/07,4600.0,Accordabile,Regolari,23.0,0.0,"6438,38","1248,65",4,Affidabile
1685,,RE,,,No negativita,Regolari,22.0,0.0,"15330,78","3539,57",3,No negativita'
1686,Indiv.,PR,47511/07,1500.0,Accordabile,Prevalentemente regolari,0.0,169.0,"301,68",0,4,Affidabile
1687,S.r.l.,PR,4772/07,0.0,Non accordabile,,20.0,1010.0,"578,96",0,6,Non operativa
1688,Indiv.,BS,56102/07,0.0,Non accordabile,,21.0,2587.0,"1683,92",0,6,Non operativa
1689,S.n.c.,PC,561011/07,23400.0,Accordabile,Regolari,22.0,0.0,"16741,81","2023,69",4,Affidabile
1690,Coop.,PR,0141/07,1500.0,Da ridurre,,23.0,1428.0,"1852,02",0,4,Affidabile
1691,Indiv.,RE,47114/07,2500.0,Accordabile,Prevalentemente regolari,23.0,5.0,"2268,78","181,62",4,Affidabile
1692,Indiv.,PR,433901/07,0.0,Non accordabile,,-1.0,-1.0,"224,25",0,6,Non operativa
1693,S.r.l.,PC,2561/07,63600.0,Accordabile,Regolari,22.0,0.0,"167197,48","38288,71",4,Affidabile
1694,S.a.s.,BS,0146/07,0.0,Non accordabile,Regolari,23.0,0.0,"69638,39","9248,57",1,Non affidabile
1695,S.n.c.,PR,563/07,0.0,Non accordabile,Prevalentemente regolari,23.0,32.0,"5819,47","463,57",2,Cautela
1696,Indiv.,CR,473/07,0.0,Non accordabile,,25.0,1168.0,"337,3",0,6,Non operativa
1697,Indiv.,BS,45201/07,5000.0,Accordabile,Regolari,-1.0,-1.0,"46,54",0,4,Affidabile
1698,,PC,,5000.0,Accordabile,Regolari,21.0,0.0,"1114,46","76,58",4,Affidabile
1699,,PC,,6000.0,Accordabile,Regolari,22.0,0.0,"13869,72","2218,23",4,Affidabile
1700,Indiv.,CR,4722/07,0.0,Non accordabile,Regolari,23.0,0.0,"7232,69",0,6,Non operativa
1701,,PC,,6000.0,Accordabile,Regolari,25.0,0.0,"606,03",0,4,Affidabile
1702,,RE,,6000.0,Accordabile,Regolari,22.0,0.0,"4518,28","554,33",4,Affidabile
1703,S.r.l.,PR,47782/07,14400.0,Accordabile,Regolari,23.0,0.0,"3459,45","272,42",4,Affidabile
1704,S.n.c.,CR,4777/07,18000.0,Accordabile,Regolari,23.0,0.0,"1399,06","137,45",4,Affidabile
1705,S.r.l.,PR,46461/07,3612000.0,Accordabile,Regolari,24.0,0.0,"37839,55","196,27",4,Affidabile
1706,,PC,,5000.0,Accordabile,Regolari,23.0,0.0,"345,31","29,06",4,Affidabile
1707,S.r.l.,PR,4941/07,0.0,Non accordabile,Regolari,-1.0,-1.0,"1814,02",0,6,Non operativa
1708,,PC,,4633.0,Accordabile,Regolari,22.0,26.0,"1475,9","99,28",4,Affidabile
1709,Indiv.,RE,1011/07,10750.0,Accordabile,Regolari,23.0,0.0,"3725,21","318,71",4,Affidabile
1710,S.a.s.,RE,563/07,1500.0,Da ridurre,,22.0,1366.0,"1766,02",0,4,Affidabile
1711,Indiv.,PR,10711/07,0.0,Non accordabile,,20.0,2060.0,"1652,08",0,6,Non operativa
1712,S.n.c.,PC,46491/07,5000.0,Accordabile,Regolari,23.0,0.0,"2408,84","337,92",4,Affidabile
1713,Indiv.,PC,141/07,0.0,Non accordabile,Regolari,23.0,0.0,"740,58","60,45",6,Non operativa
1714,,PC,,2500.0,Accordabile,,21.0,2305.0,"171,28",0,4,Affidabile
1715,Coop.,RE,563/07,0.0,Non accordabile,,21.0,2030.0,"5929,67",0,6,Non operativa
1716,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"423,69",0,4,Affidabile
1717,Indiv.,PC,47521/07,4440.0,Accordabile,Regolari,22.0,0.0,"4358,9","894,84",4,Affidabile
1718,S.n.c.,RE,,0.0,Non accordabile,,21.0,2449.0,"979,48",0,6,Non operativa
1719,,PC,,6000.0,Accordabile,Regolari,24.0,0.0,"2171,92",0,4,Affidabile
1720,,PC,,6000.0,Accordabile,Regolari,25.0,0.0,"875,64",0,4,Affidabile
1721,,PC,,6000.0,Accordabile,Regolari,24.0,0.0,"349,54",0,4,Affidabile
1722,,PC,,6000.0,Accordabile,Regolari,24.0,0.0,"346,61",0,4,Affidabile
1723,,PC,,6000.0,Accordabile,Regolari,24.0,0.0,"391,08",0,4,Affidabile
1724,S.r.l.,PC,4333/07,0.0,Non accordabile,,-1.0,-1.0,"604,69",0,6,Non operativa
1725,Indiv.,CR,45204/07,0.0,Non accordabile,Regolari,21.0,0.0,"2173,5","173,01",1,Non affidabile
1726,Semplice,BS,015/07,3500.0,Accordabile,Regolari,23.0,0.0,"3077,32","293,8",4,Affidabile
1727,Coop.,MI,8623/07,0.0,Non accordabile,,25.0,1493.0,"3646,13",0,6,Non operativa
1728,Indiv.,CR,47713/07,5700.0,Accordabile,Regolari,23.0,-5.0,"1266,74",97,4,Affidabile
1729,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"2197,79","267,44",4,Affidabile
1730,S.a.s.,RE,46491/07,10800.0,Accordabile,Regolari,23.0,0.0,"1065,38","110,17",4,Affidabile
1731,Indiv.,PC,47793/07,0.0,Non accordabile,,28.0,2342.0,"1090,23",0,6,Non operativa
1732,Indiv.,CR,47621/07,2500.0,Accordabile,Regolari,23.0,0.0,"559,67","38,38",4,Affidabile
1733,S.r.l.,PC,2562/07,23100.0,Accordabile,Regolari,23.0,0.0,"53228,48","9551,12",4,Affidabile
1734,S.r.l.,PR,551/07,3125.0,Accordabile,Regolari,21.0,0.0,"18064,43","3724,2",4,Affidabile
1735,Indiv.,PC,47761/07,3000.0,Accordabile,Regolari,23.0,0.0,"993,5","58,88",4,Affidabile
1736,S.n.c.,RE,10611/07,0.0,Non accordabile,,-1.0,-1.0,"70,9",0,6,Non operativa
1737,Indiv.,PR,47712/07,,Da approfondire,,22.0,2169.0,"281,2",0,0,Da approfondire
1738,Indiv.,RE,4726/07,0.0,Non accordabile,,23.0,1308.0,"1230,52",0,6,Non operativa
1739,S.n.c.,PC,432902/07,22800.0,Accordabile,Regolari,23.0,0.0,"1080,07","68,86",4,Affidabile
1740,Indiv.,PR,31091/07,3000.0,Accordabile,Regolari,25.0,0.0,"2527,01",0,4,Affidabile
1741,S.r.l.,PR,8622/07,90600.0,Accordabile,Regolari,23.0,-1.0,"91785,59","10799,81",4,Affidabile
1742,S.r.l.,PC,4742/07,26400.0,Accordabile,Regolari,23.0,0.0,"7009,91","763,76",4,Affidabile
1743,S.r.l.,PR,4771/07,28000.0,Accordabile,Regolari,22.0,0.0,"22883,36","1854,72",4,Affidabile
1744,Indiv.,PC,56103/07,8700.0,Accordabile,Regolari,22.0,0.0,"11304,52","544,89",4,Affidabile
1745,S.r.l.,PR,561011/07,8100.0,Accordabile,Regolari,23.0,0.0,"24846,5","3595,81",4,Affidabile
1746,S.n.c.,CR,47114/07,45000.0,Accordabile,Regolari,23.0,-3.0,"8768,15","519,04",4,Affidabile
1747,S.n.c.,PC,,0.0,Non accordabile,,21.0,2525.0,"1457,3",0,6,Non operativa
1748,,PC,,2500.0,Da ridurre,Dilazionati,21.0,165.0,"14383,96","2093,3",4,Affidabile
1749,Indiv.,PR,1011/07,2366.0,Accordabile,Prevalentemente regolari,22.0,23.0,"4336,31","689,38",4,Affidabile
1750,S.r.l.,PR,561011/07,5000.0,Accordabile,,-1.0,-1.0,"1851,69",0,4,Affidabile
1751,S.n.c.,PC,561011/07,4320.0,Accordabile,Regolari,23.0,0.0,"9090,57","1183,85",4,Affidabile
1752,Indiv.,PR,47721/07,0.0,Non accordabile,,21.0,2429.0,"184,61",0,6,Non operativa
1753,Indiv.,PR,4723/07,7500.0,Accordabile,Regolari,23.0,5.0,"5329,34","619,05",4,Affidabile
1754,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"1079,92",0,4,Affidabile
1755,S.r.l.,PC,561011/07,9360.0,Accordabile,Regolari,-1.0,-1.0,"1513,61",0,4,Affidabile
1756,Semplice,BS,0147/07,41400.0,Accordabile,Regolari,22.0,0.0,"56121,12","2788,48",4,Affidabile
1757,,PR,,6000.0,Accordabile,Regolari,25.0,0.0,"2027,99",0,4,Affidabile
1758,Indiv.,CR,47114/07,0.0,Non accordabile,,21.0,2462.0,"2261,49",0,6,Non operativa
1759,S.r.l.,PC,47112/07,0.0,Non accordabile,,21.0,2415.0,"28206,92",0,6,Non operativa
1760,Indiv.,PC,4334/07,2500.0,Accordabile,Regolari,23.0,2.0,"997,84","60,35",4,Affidabile
1761,,PR,,6000.0,Accordabile,Regolari,21.0,0.0,"484,16","34,43",4,Affidabile
1762,S.n.c.,RE,561/07,1500.0,Da ridurre,Prevalentemente regolari,20.0,1950.0,"10342,3",0,4,Affidabile
1763,Indiv.,PC,960201/07,0.0,Non accordabile,,20.0,2060.0,"208,28",0,6,Non operativa
1764,,PC,,6000.0,Accordabile,Regolari,23.0,0.0,"6199,73","890,86",4,Affidabile
1765,,PR,,6000.0,Accordabile,Regolari,21.0,0.0,"1895,33","159,69",4,Affidabile
1766,Indiv.,PC,1624/07,0.0,Non accordabile,Regolari,23.0,0.0,"1579,79",0,6,Non operativa
1767,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"2666,81","190,81",4,Affidabile
1768,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"936,52","82,16",4,Affidabile
1769,Indiv.,RE,563/07,0.0,Non accordabile,,21.0,2468.0,"3650,65",0,6,Non operativa
1770,,RE,,6000.0,Accordabile,Regolari,21.0,0.0,"477,93","46,3",4,Affidabile
1771,,,,5000.0,Accordabile,Regolari,21.0,0.0,"662,71","52,47",4,Affidabile
1772,,RE,,6000.0,Accordabile,Regolari,21.0,0.0,"314,35","22,53",4,Affidabile
1773,S.n.c.,PC,,1500.0,Accordabile,,20.0,1908.0,"1134,6",0,4,Affidabile
1774,Indiv.,PR,47711/07,3000.0,Accordabile,Regolari,23.0,1.0,"717,42","51,15",4,Affidabile
1775,Indiv.,PC,960201/07,2500.0,Accordabile,Regolari,22.0,-2.0,"2139,33","192,94",4,Affidabile
1776,,PR,,6000.0,Accordabile,Regolari,21.0,0.0,"558,63","38,92",4,Affidabile
1777,,PC,,6000.0,Accordabile,Regolari,25.0,0.0,"380,9",0,4,Affidabile
1778,Indiv.,RE,56291/07,2500.0,Accordabile,Regolari,0.0,3.0,"9944,44",0,4,Affidabile
1779,Semplice,BS,,0.0,Non accordabile,Regolari,-1.0,-1.0,"2386,69",0,6,Non operativa
1780,S.r.l.,PR,611/07,280800.0,Accordabile,Regolari,23.0,0.0,"51061,42","5703,55",4,Affidabile
1781,,PR,,6000.0,Accordabile,Regolari,21.0,0.0,"11735,39","1606,43",4,Affidabile
1782,,PC,,6000.0,Accordabile,Regolari,23.0,0.0,"4028,15","84,5",4,Affidabile
1783,Indiv.,PC,96012/07,3000.0,Accordabile,Regolari,23.0,0.0,"4361,89","424,08",4,Affidabile
1784,,,,6000.0,Accordabile,Regolari,21.0,0.0,"2412,83","458,67",4,Affidabile
1785,S.r.l.,PR,563/07,4380.0,Accordabile,Regolari,23.0,0.0,"14291,75","1622,16",4,Affidabile
1786,Indiv.,PR,4726/07,3000.0,Accordabile,Regolari,23.0,0.0,"905,63","70,75",4,Affidabile
1787,,RE,,6000.0,Accordabile,Regolari,21.0,0.0,"649,88","44,42",4,Affidabile
1788,S.r.l.s.,PR,561011/07,4200.0,Accordabile,Regolari,21.0,14.0,"3584,63","464,47",4,Affidabile
1789,S.n.c.,PR,10711/07,14400.0,Accordabile,Regolari,23.0,0.0,"5640,55","389,68",4,Affidabile
1790,Indiv.,CR,561011/07,5400.0,Accordabile,Regolari,22.0,0.0,"18941,6","2529,26",4,Affidabile
1791,Indiv.,CR,473/07,12304.0,Accordabile,Regolari,23.0,0.0,"4138,51","337,56",4,Affidabile
1792,,PC,,6000.0,Accordabile,Regolari,21.0,0.0,"9000,97","855,45",4,Affidabile
1793,S.n.c.,CR,56103/07,2500.0,Accordabile,Regolari,23.0,0.0,"5301,03","293,34",4,Affidabile
1794,S.n.c.,CR,563/07,4920.0,Accordabile,Regolari,23.0,0.0,"3678,73","263,36",4,Affidabile
1795,Indiv.,CR,563/07,0.0,Non accordabile,Ritardi,23.0,784.0,"1469,22",0,6,Non operativa
1796,Indiv.,CR,563/07,0.0,Non accordabile,,21.0,1999.0,"1841,76",0,6,Non operativa
1797,Indiv.,CR,563/07,8160.0,Accordabile,Regolari,-1.0,-1.0,"422,36",0,4,Affidabile
1798,Coop.,PR,411/07,0.0,Non accordabile,Regolari,24.0,0.0,"1306,94",0,6,Non operativa
1799,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"727,31",0,4,Affidabile
1800,,PR,,6000.0,Accordabile,Regolari,24.0,0.0,"826,54",0,4,Affidabile
1801,Semplice,PC,0121/07,31800.0,Accordabile,Regolari,23.0,0.0,"1374,1","103,6",4,Affidabile
1802,S.r.l.,PC,284/07,0.0,Non accordabile,Ritardi,20.0,365.0,"102,14",0,1,Non affidabile
1803,S.r.l.,PZ,551/07,0.0,Non accordabile,Prevalentemente regolari,21.0,1525.0,"13602,12",0,2,Cautela
1804,,PC,,6000.0,Accordabile,Regolari,23.0,0.0,"2672,48","384,8",4,Affidabile
1805,Indiv.,PR,10711/07,9000.0,Accordabile,Regolari,23.0,0.0,"13285,85","1563,91",4,Affidabile
1806,S.n.c.,RE,561011/07,13500.0,Accordabile,Prevalentemente regolari,23.0,0.0,"16162,69","2207,46",4,Affidabile
1807,S.n.c.,CR,563/07,0.0,Non accordabile,,28.0,1817.0,"292,29",0,6,Non operativa
1808,,PC,,6000.0,Accordabile,Regolari,25.0,0.0,"356,32",0,4,Affidabile
1809,,PC,,3474.0,Accordabile,Dilazionati,26.0,71.0,"492,99",0,4,Affidabile
1810,Indiv.,CR,9601/07,3000.0,Accordabile,Regolari,23.0,0.0,"2835,42","323,19",4,Affidabile
1811,Indiv.,CR,56103/07,5000.0,Accordabile,Prevalentemente regolari,-1.0,-1.0,"1679,77",0,4,Affidabile
1812,Indiv.,CR,,0.0,Non accordabile,Regolari,23.0,6.0,"2500,66","185,75",6,Non operativa
1813,S.n.c.,RE,563/07,7200.0,Accordabile,Regolari,23.0,0.0,"11341,18","1792,45",4,Affidabile
1814,,PR,,6000.0,Accordabile,Regolari,22.0,0.0,"17193,39","2303,76",4,Affidabile
1815,Indiv.,MI,47713/07,0.0,Non accordabile,,20.0,2608.0,"2449,46",0,6,Non operativa
1816,S.n.c.,LO,107/07,1500.0,Accordabile,Prevalentemente regolari,22.0,1536.0,"609,14",0,4,Affidabile
1817,S.n.c.,PR,10711/07,0.0,Non accordabile,,22.0,1460.0,"1306,04",0,1,Non affidabile
1818,S.r.l.,PR,1812/07,13200.0,Accordabile,Regolari,21.0,0.0,"3572,08","911,7",4,Affidabile
1819,S.r.l.,PR,2562/07,13200.0,Accordabile,Regolari,21.0,0.0,"3052,17","526,17",4,Affidabile
1820,S.a.s.,PR,454011/07,2685.0,Accordabile,Regolari,21.0,31.0,"1124,24","211,64",4,Affidabile
1821,S.r.l.,PR,10711/07,7200.0,Accordabile,Regolari,23.0,0.0,"23437,06","3131,46",4,Affidabile
1822,S.r.l.,PR,6201/07,24900.0,Accordabile,Regolari,22.0,0.0,"10435,62","1075,53",4,Affidabile
1823,Coop.,PR,821909/07,0.0,Non accordabile,,22.0,1704.0,"132,63",0,1,Non affidabile
1824,Indiv.,PR,10711/07,1500.0,Da ridurre,,22.0,1600.0,"3831,08",0,4,Affidabile
1825,S.r.l.,PR,56102/07,0.0,Non accordabile,,25.0,2504.0,"1143,23",0,6,Non operativa
1826,,PR,,5000.0,Accordabile,Regolari,21.0,-2.0,"62222,52","8172,58",4,Affidabile
1827,Indiv.,PR,14132/07,0.0,Non accordabile,,22.0,1614.0,"724,73",0,6,Non operativa
1828,,PR,,6000.0,Accordabile,Regolari,21.0,0.0,"7692,91","1279,3",4,Affidabile
1829,S.r.l.,PC,46734/07,27500.0,Accordabile,Regolari,21.0,0.0,"6085,14","1192,4",4,Affidabile
1830,S.r.l.,PR,862209/07,3000.0,Accordabile,Regolari,22.0,0.0,"8922,67","1022,02",4,Affidabile
1831,S.r.l.u.s.,PR,2222/07,29100.0,Accordabile,Regolari,21.0,0.0,"226,57","220,29",4,Affidabile
1832,,PR,,6000.0,Accordabile,Regolari,21.0,0.0,"4413,6","633,32",4,Affidabile
1833,Indiv.,PR,475999/07,2500.0,Accordabile,Regolari,22.0,9.0,"1761,37",169,4,Affidabile
1834,S.r.l.,PR,47722/07,,Da approfondire,Regolari,-1.0,-1.0,"-104,9",0,2,Cautela
1835,S.a.s.,PR,4771/07,46800.0,Accordabile,Regolari,22.0,0.0,"1807,56","170,4",4,Affidabile
1836,Indiv.,PC,47622/07,2500.0,Accordabile,,0.0,-6.0,"143,28",0,4,Affidabile
1837,S.n.c.,PC,563/07,3564.0,Accordabile,Prevalentemente regolari,21.0,63.0,"226,91",27,4,Affidabile
1838,Indiv.,PC,960201/07,2500.0,Accordabile,Regolari,22.0,0.0,"1465,26","94,88",4,Affidabile
1839,Ente,PC,3511/07,0.0,Non accordabile,Dilazionati,21.0,5.0,"2251,52","527,77",2,Cautela
1840,Indiv.,PC,4726/07,2919.0,Accordabile,Regolari,23.0,19.0,"5708,75","459,6",4,Affidabile
1841,S.r.l.,PC,47992/07,27500.0,Accordabile,Regolari,21.0,0.0,"5057,83","1920,44",4,Affidabile
1842,Indiv.,PC,47622/07,3000.0,Accordabile,Regolari,21.0,0.0,"417,11","26,76",4,Affidabile
1843,,PC,,6000.0,Accordabile,Regolari,22.0,0.0,"1740,32","197,66",4,Affidabile
1844,Indiv.,PC,47591/07,11100.0,Accordabile,Regolari,22.0,0.0,"3827,18","439,88",4,Affidabile
1845,Indiv.,PC,561011/07,2500.0,Accordabile,Prevalentemente regolari,22.0,3.0,"17394,07","1906,05",4,Affidabile
1846,Indiv.,PC,662203/07,3079.0,Accordabile,Regolari,22.0,0.0,"1005,2","73,09",4,Affidabile
1847,S.n.c.,PC,45201/07,11750.0,Accordabile,Regolari,24.0,0.0,"457,79","63,32",4,Affidabile
1848,Indiv.,PC,960201/07,3000.0,Accordabile,Regolari,23.0,0.0,"1790,12","191,84",4,Affidabile
1849,Semplice,PC,015/07,0.0,Non accordabile,Prevalentemente regolari,23.0,-4.0,"1097,63","112,92",1,Non affidabile
1850,S.r.l.,PC,255/07,51500.0,Accordabile,Regolari,22.0,0.0,"5352,93","-389,83",4,Affidabile
1851,S.r.l.,PC,332002/07,35000.0,Accordabile,Regolari,23.0,0.0,"8535,1","487,6",4,Affidabile
1852,Indiv.,PC,561011/07,3900.0,Accordabile,Regolari,21.0,0.0,"3108,96","523,87",4,Affidabile
1853,S.r.l.,PC,16231/07,9000.0,Accordabile,Regolari,23.0,0.0,"9576,8","1005,47",4,Affidabile
1854,S.r.l.,PC,2529/07,0.0,Da approfondire,Regolari,21.0,2.0,"1578,02","-39,08",4,Affidabile
1855,S.n.c.,PC,2711/07,8100.0,Accordabile,Regolari,26.0,0.0,"534,57","35,75",4,Affidabile
1856,S.n.c.,PC,45204/07,11700.0,Accordabile,Regolari,22.0,0.0,"2907,11","202,69",4,Affidabile
